  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.984250      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.980000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.973254  1.00000e+30      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.962000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.905227  1.00000e+30      1.00000
     0.960000  1.00000e+30      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.977500      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.950000  1.00000e+30      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.974241      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.973000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
     0.880000  1.00000e+30      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
     0.973000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
     0.980306      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
     0.974679      1.00000      1.00000
      1.00000      1.00000      1.00000
      1.00000      1.00000      1.00000
  1.00000e+30      1.00000      1.00000
