    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    7550   19999   19999
    8500   19999   19999
    5850   19999   19999
    3125   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    6415   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    6419   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    3092   19999   19999
    3092    8500   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
     166   19999   19999
    8500   19999   19999
    4330   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    7765   19999   19999
    5050   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    7650   19999   19999
    2830   19999   19999
    6100    8500   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    1958    3600   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    5300   19999   19999
    6000   19999   19999
    8500   19999   19999
    8500   19999   19999
    1110    8500   19999
    6000   19999   19999
    1639    5600   19999
     103    5400   19999
    8500   19999   19999
    8500   19999   19999
    2420   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    4850    8500   19999
    8500   19999   19999
       0   19999   19999
    8500   19999   19999
    2610   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    5550    8000   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
       0   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    3400   19999   19999
    3400   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    2239   19999   19999
    8500   19999   19999
    2000    8500   19999
    8500   19999   19999
    2772   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    3700   19999   19999
    7725   19999   19999
    8500   19999   19999
    8500   19999   19999
    5195    8500   19999
       0   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
    8500   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    2650   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   12980   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    4769   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    1989   19999   19999
   19999   19999   19999
   19999   19999   19999
       0   19999   19999
    4735   19999   19999
   19999   19999   19999
    5191   19999   19999
    2265   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    6800   19999   19999
   19999   19999   19999
   19999   19999   19999
    6300    6690   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    2547   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    6300   19999   19999
   19999   19999   19999
    6865   19999   19999
   19999   19999   19999
   10950   19999   19999
   19999   19999   19999
   19999   19999   19999
    9640   19999   19999
    1402   19999   19999
   19999   19999   19999
   19999   19999   19999
    8720    1160   19999
   19999   19999   19999
   19999   19999   19999
    4209   19999   19999
   19999   19999   19999
    6660   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
     422   19999   19999
   19999   19999   19999
   19999   19999   19999
   10617   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    2283   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    7196   19999   19999
   19999   19999   19999
    9370   19999   19999
   19999   19999   19999
       0   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   10570   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   11680   19999   19999
   19999   19999   19999
   19999   19999   19999
    5430   19999   19999
    6300   19999   19999
   19999   19999   19999
   19999   19999   19999
    6450   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    5300   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
    4220   19999   19999
   10280   19999   19999
   19999   19999   19999
   19999   19999   19999
   19999   19999   19999
